market,market_cn,product,contract,start_day,start_tdate,start_bt,end_day,end_tdate,end_bt,n_files,n_bars,n_bars_with_vol,sum_vol,seed_vol,seed_vwap,prev_close,next_open,contract_day_vol,vol_share,合约地位
XDCE,大商所,A,A1605,20150114,20150113,21:02,20150114,20150113,21:04,1,3,1,1,1,4420.0,4420.0,0.0,9,0.00016403302531576357,清淡(<1%)
XDCE,大商所,A,A1605,20150115,20150114,21:01,20150115,20150115,02:29,1,329,2,3,2,4418.0,4418.0,4408.0,8,0.00014406627048442282,清淡(<1%)
XDCE,大商所,I,I1501,20150116,20150116,15:00,20150116,20150116,15:00,1,1,1,250,250,524.0,505.0,,250,0.0007233063781156423,清淡(<1%)
XDCE,大商所,A,A1605,20150120,20150119,21:01,20150120,20150120,09:19,1,349,1,2,2,4413.0,4413.0,0.0,8,0.00015429122468659594,清淡(<1%)
XDCE,大商所,Y,Y1601,20150121,20150120,21:01,20150121,20150120,21:05,1,5,3,36,11,5782.0,5780.0,0.0,549,0.0017975953478625315,清淡(<1%)
XDCE,大商所,Y,Y1601,20150123,20150122,21:07,20150123,20150122,21:09,1,3,1,5,5,5758.0,5740.0,0.0,700,0.002042483660130719,清淡(<1%)
XDCE,大商所,J,J1601,20150127,20150127,09:37,20150127,20150127,15:00,1,189,1,5,5,1058.0,1053.0,,5,0.0001235880070197988,清淡(<1%)
XDCE,大商所,CS,CS1601,20150128,20150128,14:46,20150128,20150128,14:50,1,5,2,2,1,2778.0,2726.0,0.0,4,0.0005401026194977045,清淡(<1%)
XDCE,大商所,A,A1605,20150130,20150130,09:38,20150130,20150130,11:18,1,86,4,5,1,4381.0,4364.0,4375.0,11,0.00019459382960656667,清淡(<1%)
XDCE,大商所,J,J1705,20160707,20160706,21:06,20160707,20160706,21:21,1,16,4,8,1,980.0,976.0,0.0,53,0.0008730171803192278,清淡(<1%)
XDCE,大商所,J,J1705,20160708,20160707,21:05,20160708,20160707,21:23,1,19,3,3,1,990.5,985.5,0.0,35,0.0006890441972635102,清淡(<1%)
XDCE,大商所,M,M1607,20160714,20160714,15:00,20160714,20160714,15:00,1,1,1,1,1,3192.0,3192.0,,1,4.283427547322237e-07,清淡(<1%)
XDCE,大商所,J,J1705,20160719,20160718,21:01,20160719,20160718,21:02,1,2,1,2,2,994.75,991.0,0.0,124,0.001502884568769089,清淡(<1%)
XDCE,大商所,J,J1705,20160725,20160722,21:03,20160725,20160722,21:15,1,13,5,13,1,1004.5,1000.0,0.0,129,0.0010038754260634076,清淡(<1%)
XDCE,大商所,J,J1705,20160728,20160727,21:06,20160728,20160727,21:06,1,1,1,2,2,1040.0,1038.0,0.0,139,0.0017604741881554282,清淡(<1%)
XDCE,大商所,J,J1705,20160729,20160728,21:02,20160729,20160728,21:05,1,4,3,5,3,1044.33,1041.5,0.0,93,0.001270595950487745,清淡(<1%)
XDCE,大商所,J,J1705,20160804,20160803,21:03,20160804,20160803,21:10,1,8,3,4,1,1111.5,1102.0,0.0,95,0.0010448056661460968,清淡(<1%)
XDCE,大商所,V,V1705,20160823,20160823,09:01,20160823,20160823,09:01,1,1,1,1,1,5560.0,5555.0,5560.0,185,0.011047414307894422,次要(1-10%)
XDCE,大商所,M,M1609,20160902,20160901,21:45,20160902,20160902,09:04,1,110,2,200,100,3098.0,3082.0,0.0,4140,0.004673377214915524,清淡(<1%)
XDCE,大商所,Y,Y1609,20160908,20160907,21:37,20160908,20160908,14:32,1,311,3,3,1,6122.0,6100.0,0.0,7,2.7683631459678792e-05,清淡(<1%)
XDCE,大商所,M,M1609,20160909,20160909,11:09,20160909,20160909,11:11,1,3,1,81,81,3160.0,3160.0,3144.0,1343,0.001870953001883491,清淡(<1%)
XDCE,大商所,J,J1709,20160921,20160920,21:03,20160921,20160920,21:19,1,17,4,4,1,1130.5,1127.0,0.0,100,0.0005161823155938678,清淡(<1%)
XDCE,大商所,V,V1709,20160926,20160926,09:02,20160926,20160926,09:02,1,1,1,5,5,5447.0,5440.0,5440.0,369,0.00965791608867485,清淡(<1%)
XDCE,大商所,J,J1709,20160929,20160928,21:12,20160929,20160928,21:26,1,15,3,4,2,1174.5,1157.0,0.0,58,0.0002894052721656995,清淡(<1%)
XDCE,大商所,J,J1709,20160930,20160929,21:14,20160930,20160929,21:45,1,32,8,10,1,1177.5,1174.0,0.0,32,0.00023963754820833488,清淡(<1%)
XDCE,大商所,J,J1709,20161011,20161010,21:13,20161011,20161010,21:31,1,19,3,3,1,1174.5,1174.5,0.0,44,0.00029432028736362605,清淡(<1%)
XDCE,大商所,J,J1709,20161014,20161013,21:06,20161014,20161013,21:06,1,1,1,1,1,1249.5,1249.5,0.0,125,0.0005776206649569095,清淡(<1%)
XDCE,大商所,JM,JM1709,20161014,20161013,21:35,20161014,20161013,21:35,1,1,1,1,1,946.0,942.0,948.0,49,0.00022414140120395953,清淡(<1%)
XDCE,大商所,JM,JM1709,20161020,20161019,21:01,20161020,20161019,21:22,1,22,1,7,7,1047.0,1040.0,0.0,105,0.00027883262076108025,清淡(<1%)
XDCE,大商所,JM,JM1709,20161024,20161021,21:02,20161024,20161021,21:05,1,4,1,8,8,1036.0,1033.0,0.0,138,0.00042785258308246084,清淡(<1%)
XDCE,大商所,JM,JM1709,20161025,20161024,21:06,20161025,20161024,21:10,1,5,1,1,1,1048.5,1048.5,0.0,141,0.0004551587890839364,清淡(<1%)
XDCE,大商所,JM,JM1709,20161031,20161028,21:01,20161031,20161028,21:05,1,5,1,1,1,1085.5,1078.0,0.0,127,0.0004472523912155404,清淡(<1%)
XDCE,大商所,JM,JM1709,20161101,20161031,21:03,20161101,20161031,21:05,1,3,1,6,6,1088.0,1088.0,1072.5,144,0.00035406672682522625,清淡(<1%)
XDCE,大商所,J,J1709,20161102,20161101,21:01,20161102,20161101,21:02,1,2,1,1,1,1519.0,1519.0,0.0,271,0.0009576174759888902,清淡(<1%)
XDCE,大商所,JM,JM1709,20161102,20161101,21:01,20161102,20161101,21:06,1,6,2,7,6,1097.5,1090.5,0.0,301,0.0010538034954066771,清淡(<1%)
XDCE,大商所,JM,JM1709,20161103,20161102,21:02,20161103,20161102,21:07,1,6,1,5,5,1096.5,1091.5,0.0,170,0.0006586160539600259,清淡(<1%)
XDCE,大商所,B,B1705,20161104,20161103,21:55,20161104,20161104,15:00,1,321,1,2,2,3930.5,3872.0,,2,0.5,主力(>40%)
XDCE,大商所,B,B1709,20161104,20161103,21:55,20161104,20161104,15:00,1,321,1,2,2,3773.5,3791.0,,2,0.5,主力(>40%)
XDCE,大商所,JM,JM1709,20161110,20161109,21:01,20161110,20161109,21:03,1,3,1,12,12,1330.0,1330.0,0.0,283,0.0007587660265863036,清淡(<1%)
XDCE,大商所,J,J1709,20161111,20161110,21:04,20161111,20161110,21:09,1,6,1,2,2,1788.0,1788.0,0.0,103,0.000571476128387938,清淡(<1%)
XDCE,大商所,J,J1709,20161115,20161114,21:03,20161115,20161114,21:03,1,1,1,1,1,1838.0,1838.0,0.0,198,0.0009282395795731036,清淡(<1%)
XDCE,大商所,JM,JM1709,20161115,20161114,21:03,20161115,20161114,21:07,1,5,3,4,2,1426.0,1418.0,0.0,288,0.0010483973717260334,清淡(<1%)
XDCE,大商所,A,A1709,20161209,20161208,21:01,20161209,20161208,21:01,1,1,1,1,1,4213.0,4212.0,0.0,1267,0.012081164063542918,次要(1-10%)
XDCE,大商所,A,A1709,20161212,20161209,21:01,20161212,20161209,21:04,1,4,1,1,1,4197.0,4192.0,0.0,1005,0.008649104537982908,清淡(<1%)
XDCE,大商所,PP,PP1801,20170117,20170117,09:04,20170117,20170117,09:53,1,50,14,79,1,8956.0,8956.0,8992.0,159,0.0008158406493886326,清淡(<1%)
XDCE,大商所,JM,JM1801,20170118,20170117,21:01,20170118,20170117,21:15,1,15,3,7,1,1051.0,1048.0,0.0,154,0.002871420047732697,清淡(<1%)
XDCE,大商所,V,V1801,20170119,20170119,09:17,20170119,20170119,09:25,1,9,2,3,1,6435.0,6435.0,6375.0,36,0.0003613369467028004,清淡(<1%)
XDCE,大商所,P,P1801,20170120,20170119,21:03,20170120,20170119,21:03,1,1,1,3,3,6064.0,6046.0,6066.0,522,0.002568745940200382,清淡(<1%)
XDCE,大商所,Y,Y1801,20170120,20170119,21:20,20170120,20170119,21:22,1,3,1,1,1,7152.0,7146.0,7152.0,1311,0.008607332317873837,清淡(<1%)
XDCE,大商所,Y,Y1801,20170124,20170123,21:01,20170124,20170123,21:06,1,6,1,2,2,7134.0,7134.0,0.0,1548,0.007838966957842764,清淡(<1%)
XDCE,大商所,V,V1801,20170125,20170125,09:24,20170125,20170125,09:58,1,35,1,1,1,6465.0,6465.0,0.0,5,9.2824654228163e-05,清淡(<1%)
XDCE,大商所,PP,PP1801,20170210,20170210,09:05,20170210,20170210,09:14,1,10,2,4,3,9221.0,9206.0,0.0,124,0.000587304744853979,清淡(<1%)
XDCE,大商所,J,J1801,20170302,20170301,21:05,20170302,20170301,21:05,1,1,1,1,1,1713.5,1713.5,0.0,127,0.0028992124186736673,清淡(<1%)
XDCE,大商所,V,V1801,20170307,20170307,09:01,20170307,20170307,09:06,1,6,1,2,2,6735.0,6715.0,0.0,57,0.0008651569425050088,清淡(<1%)
XDCE,大商所,JM,JM1801,20170309,20170308,21:13,20170309,20170308,21:48,1,36,7,17,1,1194.0,1194.0,1175.0,70,0.0011251125112511251,清淡(<1%)
XDCE,大商所,JM,JM1801,20170310,20170309,21:17,20170310,20170309,21:17,1,1,1,1,1,1194.0,1194.0,1194.0,76,0.0012336260489879396,清淡(<1%)
XDCE,大商所,BB,BB1703,20170314,20170314,15:00,20170314,20170314,15:00,1,1,1,1,1,101.35,93.1,,1,0.125,活跃(10-40%)
XDCE,大商所,PP,PP1801,20170314,20170314,09:01,20170314,20170314,09:01,1,1,1,1,1,8410.0,8400.0,0.0,217,0.0011993058395693553,清淡(<1%)
XDCE,大商所,J,J1801,20170315,20170314,21:01,20170315,20170314,21:11,1,11,1,2,2,1666.5,1661.0,0.0,215,0.00421825030901136,清淡(<1%)
XDCE,大商所,JM,JM1801,20170315,20170314,21:01,20170315,20170314,21:03,1,3,1,2,2,1194.25,1188.0,0.0,145,0.002363834955413182,清淡(<1%)
XDCE,大商所,PP,PP1801,20170317,20170317,09:01,20170317,20170317,09:05,1,5,2,4,1,8527.0,8527.0,8523.0,216,0.0014288643835707055,清淡(<1%)
XDCE,大商所,PP,PP1801,20170323,20170323,09:01,20170323,20170323,09:02,1,2,1,1,1,8333.0,8266.0,0.0,432,0.0025969966214997656,清淡(<1%)
XDCE,大商所,J,J1801,20170327,20170324,21:09,20170327,20170324,21:20,1,12,3,13,2,1617.5,1616.5,0.0,803,0.008606368498333386,清淡(<1%)
XDCE,大商所,J,J1801,20170414,20170413,21:01,20170414,20170413,21:01,1,1,1,2,2,1585.75,1575.5,0.0,1338,0.01240634967732364,次要(1-10%)
XDCE,大商所,JM,JM1801,20170418,20170417,21:01,20170418,20170417,21:01,1,1,1,3,3,1082.0,1082.0,0.0,531,0.0047035688660944435,清淡(<1%)
XDCE,大商所,JM,JM1801,20170426,20170425,21:01,20170426,20170425,21:01,1,1,1,2,2,1048.5,1047.0,0.0,841,0.00614164488001519,清淡(<1%)
XDCE,大商所,M,M1705,20170504,20170503,23:03,20170504,20170504,13:56,1,189,4,347,50,2880.0,2880.0,2880.0,413,0.0005398015412444974,清淡(<1%)
XDCE,大商所,M,M1705,20170509,20170508,21:02,20170509,20170508,21:16,1,15,1,28,28,2871.0,2871.0,0.0,106,0.00019057755787444894,清淡(<1%)
XDCE,大商所,Y,Y1705,20170510,20170510,14:54,20170510,20170510,15:00,1,7,1,8,8,5726.0,5686.0,,8,3.4964118073826737e-05,清淡(<1%)
XDCE,大商所,B,B1709,20170512,20170512,13:31,20170512,20170512,15:00,1,90,2,2,1,3929.0,3929.0,,2,0.4,活跃(10-40%)
XDCE,大商所,B,B1801,20170512,20170512,13:31,20170512,20170512,14:43,1,73,2,2,1,3989.0,3914.0,3825.0,3,0.6,主力(>40%)
XDCE,大商所,M,M1705,20170515,20170515,15:00,20170515,20170515,15:00,1,1,1,243,243,2865.0,2830.0,,243,0.00041493067413428045,清淡(<1%)
XDCE,大商所,Y,Y1705,20170515,20170515,10:31,20170515,20170515,14:24,1,114,9,384,80,5798.0,5754.0,0.0,1138,0.004518616461581833,清淡(<1%)
XDCE,大商所,B,B1801,20170519,20170519,13:32,20170519,20170519,15:00,1,89,2,2,1,3959.0,3909.0,,2,0.2857142857142857,活跃(10-40%)
XDCE,大商所,J,J1805,20170523,20170522,21:04,20170523,20170522,21:46,1,43,3,3,1,1354.0,1341.5,1359.5,51,0.0005192795251137833,清淡(<1%)
XDCE,大商所,Y,Y1805,20170523,20170522,21:01,20170523,20170522,21:16,1,16,1,1,1,6288.0,6288.0,0.0,80,0.0003722679025961033,清淡(<1%)
XDCE,大商所,JM,JM1805,20170524,20170523,21:04,20170524,20170523,21:33,1,30,3,3,1,974.5,974.5,964.5,113,0.0008989443370484396,清淡(<1%)
XDCE,大商所,L,L1805,20170525,20170525,09:07,20170525,20170525,09:35,1,29,1,1,1,9145.0,9145.0,0.0,168,0.0006857170845595288,清淡(<1%)
XDCE,大商所,L,L1805,20170526,20170526,09:04,20170526,20170526,09:12,1,9,1,1,1,9080.0,9080.0,0.0,41,0.00018115301686048567,清淡(<1%)
XDCE,大商所,P,P1805,20170601,20170531,21:01,20170601,20170531,21:06,1,6,2,2,1,5098.0,5088.0,0.0,457,0.001588140034334406,清淡(<1%)
XDCE,大商所,Y,Y1805,20170601,20170531,21:05,20170601,20170531,21:06,1,2,1,1,1,6000.0,6000.0,6018.0,334,0.0013976708275968848,清淡(<1%)
XDCE,大商所,J,J1805,20170602,20170601,21:03,20170602,20170601,21:07,1,5,2,2,1,1289.5,1284.0,0.0,164,0.001490638065806217,清淡(<1%)
XDCE,大商所,A,A1805,20170608,20170607,21:01,20170608,20170607,21:02,1,2,2,3,1,3881.0,3869.0,0.0,17,0.00026841398910554986,清淡(<1%)
XDCE,大商所,Y,Y1805,20170613,20170612,21:01,20170613,20170612,21:10,1,10,3,10,2,6092.0,6092.0,0.0,516,0.0034062103929024083,清淡(<1%)
XDCE,大商所,P,P1805,20170615,20170614,21:02,20170615,20170614,21:02,1,1,1,8,8,5162.0,5160.0,0.0,486,0.001958784908489277,清淡(<1%)
XDCE,大商所,Y,Y1805,20170615,20170614,21:02,20170615,20170614,21:02,1,1,1,8,8,6084.0,6084.0,0.0,326,0.0016330292692945413,清淡(<1%)
XDCE,大商所,A,A1805,20170619,20170616,21:01,20170619,20170616,21:04,1,4,1,2,2,3940.5,3930.0,3936.0,145,0.001039195590943948,清淡(<1%)
XDCE,大商所,A,A1805,20170620,20170619,21:01,20170620,20170619,21:14,1,14,1,1,1,3931.0,3929.0,3929.0,197,0.0016838902137771281,清淡(<1%)
XDCE,大商所,V,V1805,20170621,20170621,09:01,20170621,20170621,09:02,1,2,1,1,1,5665.0,5665.0,0.0,122,0.0008363955465364997,清淡(<1%)
XDCE,大商所,Y,Y1805,20170622,20170621,21:02,20170622,20170621,21:05,1,4,1,2,2,6058.0,6054.0,0.0,365,0.002048110968335643,清淡(<1%)
XDCE,大商所,JM,JM1805,20170623,20170622,21:25,20170623,20170622,21:30,1,6,1,1,1,991.0,991.0,0.0,102,0.0007087073733359273,清淡(<1%)
XDCE,大商所,Y,Y1805,20170626,20170623,21:03,20170626,20170623,21:03,1,1,1,6,6,6014.67,6006.0,0.0,872,0.005867825876304616,清淡(<1%)
XDCE,大商所,J,J1805,20170627,20170626,21:01,20170627,20170626,21:28,1,28,2,2,1,1498.0,1491.5,0.0,130,0.001118048746925366,清淡(<1%)
XDCE,大商所,Y,Y1805,20170630,20170629,21:01,20170630,20170629,21:03,1,3,1,4,4,6144.0,6140.0,6146.0,926,0.0033804256561895374,清淡(<1%)
XDCE,大商所,V,V1805,20170703,20170703,09:12,20170703,20170703,09:12,1,1,1,5,5,6080.0,6045.0,0.0,113,0.0012500829701086356,清淡(<1%)
XDCE,大商所,J,J1805,20170706,20170705,21:03,20170706,20170705,21:03,1,1,1,3,3,1623.5,1623.5,0.0,148,0.001378680751567318,清淡(<1%)
XDCE,大商所,A,A1805,20170707,20170706,21:12,20170707,20170706,21:28,1,17,1,1,1,3890.0,3890.0,3890.0,122,0.001165345305186742,清淡(<1%)
XDCE,大商所,J,J1805,20170712,20170711,21:01,20170712,20170711,21:06,1,6,2,3,1,1693.0,1693.0,0.0,148,0.0014585591800532177,清淡(<1%)
XDCE,大商所,M,M1707,20170714,20170714,15:00,20170714,20170714,15:00,1,1,1,49,49,2807.0,2850.0,,49,5.0432899541781084e-05,清淡(<1%)
XDCE,大商所,V,V1805,20170808,20170808,09:01,20170808,20170808,09:01,1,1,1,10,10,7105.0,7065.0,0.0,1289,0.006505501160795397,清淡(<1%)
XDCE,大商所,JM,JM1805,20170809,20170808,21:01,20170809,20170808,21:02,1,2,1,1,1,1230.0,1225.0,0.0,1002,0.004092435121425246,清淡(<1%)
XDCE,大商所,L,L1709,20170905,20170905,09:05,20170905,20170905,09:06,1,2,1,60,60,10135.0,10100.0,0.0,957,0.004797954477088138,清淡(<1%)
XDCE,大商所,Y,Y1809,20170915,20170914,21:33,20170915,20170914,21:40,1,8,1,3,3,6562.0,6562.0,6566.0,87,0.0003627221673274881,清淡(<1%)
XDCE,大商所,L,L1809,20170918,20170918,09:46,20170918,20170918,09:58,1,13,1,3,3,9805.0,9730.0,0.0,66,0.00024757303404504327,清淡(<1%)
XDCE,大商所,P,P1809,20170919,20170918,21:01,20170919,20170918,21:01,1,1,1,4,4,5618.0,5618.0,0.0,173,0.0007040132826552288,清淡(<1%)
XDCE,大商所,L,L1809,20170920,20170920,09:47,20170920,20170920,10:39,1,38,2,10,2,9675.0,9665.0,0.0,57,0.0002464438583596351,清淡(<1%)
XDCE,大商所,PP,PP1809,20170920,20170920,09:04,20170920,20170920,09:55,1,52,2,2,1,8827.0,8790.0,8827.0,26,0.00010827468454587098,清淡(<1%)
XDCE,大商所,V,V1809,20170920,20170920,09:02,20170920,20170920,09:02,1,1,1,1,1,6700.0,6665.0,0.0,406,0.001853635819914258,清淡(<1%)
XDCE,大商所,Y,Y1809,20170920,20170919,21:02,20170920,20170919,21:05,1,4,1,1,1,6500.0,6500.0,6482.0,154,0.000844321390388991,清淡(<1%)
XDCE,大商所,A,A1809,20170921,20170920,21:01,20170921,20170920,21:09,1,9,1,20,20,3881.0,3880.0,3880.0,94,0.001858809570891833,清淡(<1%)
XDCE,大商所,L,L1809,20170921,20170921,09:02,20170921,20170921,09:07,1,6,2,2,1,9655.0,9655.0,0.0,96,0.00039798025023008235,清淡(<1%)
XDCE,大商所,V,V1809,20170921,20170921,09:01,20170921,20170921,09:02,1,2,1,9,9,6620.0,6620.0,0.0,553,0.0024110463417930687,清淡(<1%)
XDCE,大商所,L,L1809,20170925,20170925,09:15,20170925,20170925,09:33,1,19,2,20,1,9460.0,9445.0,0.0,110,0.0004968854317708545,清淡(<1%)
XDCE,大商所,L,L1809,20170927,20170927,09:36,20170927,20170927,10:13,1,38,1,1,1,9560.0,9560.0,0.0,61,0.0004563682068470194,清淡(<1%)
XDCE,大商所,CS,CS1809,20171012,20171012,09:18,20171012,20171012,09:25,1,8,3,25,15,2075.0,2075.0,0.0,145,0.001096192808975173,清淡(<1%)
XDCE,大商所,Y,Y1809,20171013,20171012,21:01,20171013,20171012,21:02,1,2,1,1,1,6274.0,6266.0,0.0,309,0.0014542818953670062,清淡(<1%)
XDCE,大商所,JM,JM1809,20171018,20171017,21:02,20171018,20171017,21:32,1,31,3,4,2,1110.0,1110.0,0.0,110,0.0004223070248854012,清淡(<1%)
XDCE,大商所,V,V1809,20171018,20171018,09:01,20171018,20171018,09:03,1,3,1,1,1,6240.0,6215.0,0.0,832,0.005289020831876522,清淡(<1%)
XDCE,大商所,JM,JM1809,20171019,20171018,21:01,20171019,20171018,21:03,1,3,2,2,1,1140.0,1140.0,0.0,215,0.0006947496316211256,清淡(<1%)
XDCE,大商所,L,L1809,20171020,20171020,09:02,20171020,20171020,09:12,1,11,1,3,3,9610.0,9600.0,0.0,173,0.0006327886961260895,清淡(<1%)
XDCE,大商所,L,L1809,20171024,20171024,09:09,20171024,20171024,09:09,1,1,1,7,7,9817.86,9780.0,0.0,186,0.0009215402604094413,清淡(<1%)
XDCE,大商所,PP,PP1809,20171026,20171026,09:04,20171026,20171026,09:16,1,13,1,3,3,9093.0,9093.0,0.0,73,0.00024288157360642537,清淡(<1%)
XDCE,大商所,A,A1809,20171102,20171101,21:01,20171102,20171101,22:17,1,77,2,4,3,3792.0,3791.0,3791.0,121,0.001964859861647884,清淡(<1%)
XDCE,大商所,JM,JM1809,20171102,20171101,21:06,20171102,20171101,21:17,1,12,3,7,1,1104.0,1103.0,0.0,145,0.0004712137165438261,清淡(<1%)
XDCE,大商所,L,L1809,20171103,20171103,09:01,20171103,20171103,09:02,1,2,1,2,2,9632.5,9620.0,9630.0,158,0.0006435347162541392,清淡(<1%)
XDCE,大商所,J,J1809,20171113,20171110,21:02,20171113,20171110,21:02,1,1,1,1,1,1892.0,1892.0,0.0,262,0.0007836451463352625,清淡(<1%)
XDCE,大商所,JM,JM1809,20171113,20171110,21:02,20171113,20171110,21:02,1,1,1,1,1,1224.5,1223.0,0.0,85,0.00031393811356434254,清淡(<1%)
XDCE,大商所,JM,JM1809,20171116,20171115,21:05,20171116,20171115,21:07,1,3,1,1,1,1165.5,1161.0,0.0,118,0.0005980497496300201,清淡(<1%)
XDCE,大商所,A,A1809,20171117,20171116,21:09,20171117,20171116,21:12,1,4,1,17,17,3824.0,3824.0,3821.0,87,0.002453330325418758,清淡(<1%)
XDCE,大商所,L,L1809,20171117,20171117,09:01,20171117,20171117,09:03,1,3,3,13,3,9505.0,9485.0,0.0,376,0.0017649350588389919,清淡(<1%)
XDCE,大商所,JM,JM1809,20171120,20171117,21:01,20171120,20171117,21:01,1,1,1,1,1,1168.0,1167.0,0.0,124,0.0005672720618509538,清淡(<1%)
XDCE,大商所,JM,JM1809,20171123,20171122,21:04,20171123,20171122,21:04,1,1,1,3,3,1278.0,1278.0,1277.5,188,0.0006534062275174386,清淡(<1%)
XDCE,大商所,A,A1809,20171127,20171124,21:01,20171127,20171124,21:02,1,2,1,32,32,3870.06,3859.0,3867.0,154,0.0026309944817453404,清淡(<1%)
XDCE,大商所,Y,Y1809,20171128,20171127,21:01,20171128,20171127,21:01,1,1,1,1,1,6186.0,6186.0,0.0,2347,0.018702089342916794,次要(1-10%)
XDCE,大商所,A,A1809,20171130,20171129,21:12,20171130,20171129,21:12,1,1,1,2,2,3835.0,3834.0,0.0,356,0.0027543733413798173,清淡(<1%)
XDCE,大商所,J,J1809,20171205,20171204,21:01,20171205,20171204,21:02,1,2,1,1,1,2089.0,2088.0,0.0,504,0.0016117839314096394,清淡(<1%)
XDCE,大商所,J,J1809,20171212,20171211,21:01,20171212,20171211,21:01,1,1,1,6,6,2013.5,2003.0,0.0,318,0.0009594873079139599,清淡(<1%)
XDCE,大商所,J,J1809,20171214,20171213,21:02,20171214,20171213,21:02,1,1,1,1,1,1965.0,1965.0,0.0,542,0.001735394033702505,清淡(<1%)
XDCE,大商所,A,A1809,20171222,20171221,21:01,20171222,20171221,21:02,1,2,2,2,1,3695.0,3688.0,0.0,4038,0.031783263018701595,次要(1-10%)
XDCE,大商所,V,V1801,20180103,20180103,10:02,20180103,20180103,10:45,1,29,1,5,5,6625.0,6625.0,0.0,36,0.0002717186202732282,清淡(<1%)
XDCE,大商所,J,J1809,20180105,20180104,21:01,20180105,20180104,21:01,1,1,1,1,1,1994.5,1994.5,0.0,1706,0.00737500108074459,清淡(<1%)
XDCE,大商所,Y,Y1801,20180109,20180109,10:06,20180109,20180109,13:54,1,94,4,61,20,5400.0,5400.0,0.0,561,0.004476647222643376,清淡(<1%)
XDCE,大商所,Y,Y1801,20180110,20180110,10:08,20180110,20180110,15:00,1,158,2,42,2,5442.0,5422.0,,42,0.00025902581623968524,清淡(<1%)
XDCE,大商所,L,L1801,20180115,20180115,15:00,20180115,20180115,15:00,1,1,1,4,4,9755.0,9890.0,,4,2.88627360430632e-05,清淡(<1%)
XDCE,大商所,V,V1901,20180116,20180116,09:01,20180116,20180116,09:07,1,7,5,20,1,6845.0,6845.0,6805.0,86,0.0003036594494583563,清淡(<1%)
XDCE,大商所,A,A1901,20180117,20180116,21:01,20180117,20180116,21:04,1,4,3,4,2,3740.0,3740.0,3742.0,88,0.0015105221600466888,清淡(<1%)
XDCE,大商所,V,V1901,20180117,20180117,09:12,20180117,20180117,09:27,1,16,1,1,1,6630.0,6620.0,0.0,120,0.0008204791598293403,清淡(<1%)
XDCE,大商所,A,A1901,20180118,20180117,21:01,20180118,20180117,21:34,1,34,1,1,1,3733.0,3733.0,3733.0,45,0.0010423905489923557,清淡(<1%)
XDCE,大商所,JM,JM1901,20180118,20180117,21:02,20180118,20180118,09:11,1,160,2,2,1,1240.5,1228.5,1243.5,16,9.436354736165419e-05,清淡(<1%)
XDCE,大商所,PP,PP1901,20180118,20180118,13:50,20180118,20180118,15:00,1,71,6,7,1,9344.0,9324.0,,7,5.1123624226755184e-05,清淡(<1%)
XDCE,大商所,V,V1901,20180118,20180118,09:11,20180118,20180118,09:17,1,7,3,21,5,6585.0,6555.0,6595.0,69,0.0005360597279302656,清淡(<1%)
XDCE,大商所,JM,JM1901,20180119,20180118,21:13,20180119,20180118,22:36,1,84,1,2,2,1242.0,1242.0,0.0,12,5.950285365769e-05,清淡(<1%)
XDCE,大商所,P,P1901,20180122,20180119,21:20,20180122,20180119,21:36,1,17,1,1,1,5220.0,5220.0,0.0,123,0.0007995059962949722,清淡(<1%)
XDCE,大商所,PP,PP1901,20180122,20180122,15:00,20180122,20180122,15:00,1,1,1,3,3,9349.0,9349.0,,3,2.3229163440393968e-05,清淡(<1%)
XDCE,大商所,J,J1809,20180123,20180122,21:01,20180123,20180122,21:01,1,1,1,1,1,1947.0,1947.0,0.0,1379,0.008481508589141947,清淡(<1%)
XDCE,大商所,JM,JM1901,20180123,20180122,21:04,20180123,20180122,21:04,1,1,1,1,1,1231.0,1231.0,1233.0,31,0.00014317714707987898,清淡(<1%)
XDCE,大商所,JM,JM1901,20180124,20180123,22:47,20180124,20180124,09:29,1,73,1,1,1,1242.0,1242.0,0.0,11,6.076844460403834e-05,清淡(<1%)
XDCE,大商所,PP,PP1901,20180124,20180124,10:13,20180124,20180124,10:39,1,12,1,3,3,9417.0,9417.0,9417.0,31,0.0001865166511236124,清淡(<1%)
XDCE,大商所,JM,JM1901,20180125,20180124,22:29,20180125,20180124,23:06,1,38,1,1,1,1244.5,1238.5,1250.0,48,0.00024551550583866563,清淡(<1%)
XDCE,大商所,Y,Y1901,20180125,20180124,21:01,20180125,20180124,21:49,1,49,2,7,4,6024.0,6010.0,0.0,85,0.0006090832222652163,清淡(<1%)
XDCE,大商所,J,J1901,20180126,20180125,21:07,20180126,20180125,21:16,1,10,1,1,1,1962.5,1962.5,0.0,53,0.0003759851876024205,清淡(<1%)
XDCE,大商所,JM,JM1901,20180126,20180125,21:26,20180126,20180126,09:10,1,135,2,2,1,1260.5,1260.5,0.0,11,7.097323663767518e-05,清淡(<1%)
XDCE,大商所,B,B1805,20180130,20180129,21:01,20180130,20180129,21:01,1,1,1,2,2,3291.0,3291.0,3292.0,7615,0.395214864023251,活跃(10-40%)
XDCE,大商所,B,B1809,20180130,20180129,21:01,20180130,20180129,21:12,1,12,3,264,2,3297.5,3295.0,3302.0,4974,0.25814822503632967,活跃(10-40%)
